outcome_row_id,school_uid,split,has_structure_context,has_major_group_7_high_medium,has_ctx24_context,has_goms_context,sample_GRADE_ALL,sample_GRADE_ALL_with_structure,sample_GRADE_SELECTIVITY,sample_GRADE_SELECTIVITY_with_structure,sample_EMPLOYMENT_HEALTH,sample_EMPLOYMENT_HEALTH_with_structure,sample_PROGRESSION_GRADSCHOOL,sample_PROGRESSION_GRADSCHOOL_with_structure,sample_JOINT_EMP_PROG,sample_JOINT_EMP_PROG_with_structure
OC2024_03783,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03784,SCH_ade07091689d,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_03785,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03786,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03787,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03788,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03789,SCH_ade07091689d,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03790,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03791,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03792,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_03793,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03794,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03795,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03796,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03797,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03798,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03799,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03800,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03801,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03802,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03803,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03804,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03805,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_03806,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03807,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03808,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03809,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03810,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,True,True,False,False
OC2024_03811,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03812,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03813,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03814,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03815,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03816,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_03817,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03818,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03819,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03820,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03821,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03822,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03823,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03824,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03825,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_03826,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03827,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03828,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03829,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03830,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03831,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03832,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03833,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03834,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03835,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03836,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03837,SCH_ade07091689d,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03838,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03839,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03840,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03841,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03842,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03843,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03844,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03845,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03846,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03847,SCH_ade07091689d,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_03848,SCH_ade07091689d,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03849,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_03850,SCH_ade07091689d,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_03851,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03852,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03853,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03854,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03855,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03856,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03857,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03858,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03859,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03860,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03861,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03862,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03863,SCH_ade07091689d,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03864,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03865,SCH_ade07091689d,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03866,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03867,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03868,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03869,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03870,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03871,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03872,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03873,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03874,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03875,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03876,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03877,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03878,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03879,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03880,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03881,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03882,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03883,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03884,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03885,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03886,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03887,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03888,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03889,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03890,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03891,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03892,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03893,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03894,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03895,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03896,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03897,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03898,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03899,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03900,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03901,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03902,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03903,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03904,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03905,SCH_7bb9ae4f36c4,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03906,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03907,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03908,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03909,SCH_7bb9ae4f36c4,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_03910,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03911,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03912,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03913,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03914,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03915,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03916,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03917,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03918,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03919,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03920,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03921,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03922,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03923,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03924,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03925,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03926,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03927,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03928,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03929,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03930,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03931,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03932,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03933,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03934,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03935,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03936,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03937,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03938,SCH_7bb9ae4f36c4,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_03939,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03940,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03941,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03942,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03943,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03944,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03945,SCH_7bb9ae4f36c4,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03946,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03947,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03948,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03949,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03950,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03951,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03952,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03953,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03954,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03955,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03956,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03957,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03958,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03959,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03960,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03961,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03962,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03963,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03964,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03965,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03966,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03967,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03968,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03969,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03970,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03971,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03972,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03973,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03974,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03975,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03976,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03977,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03978,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_03979,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03980,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03981,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03982,SCH_2b63f9ad0078,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OC2024_03983,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03984,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03985,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03986,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03987,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03988,SCH_2b63f9ad0078,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_03989,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03990,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03991,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03992,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03993,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_03994,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_03995,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03996,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03997,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_03998,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_03999,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04000,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_04001,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04002,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04003,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04004,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04005,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_04006,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04007,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_04008,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04009,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04010,SCH_2b63f9ad0078,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OC2024_04011,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04012,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04013,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04014,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04015,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04016,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_04017,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04018,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04019,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04020,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04021,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04022,SCH_2b63f9ad0078,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_04023,SCH_2b63f9ad0078,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OC2024_04024,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04025,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_04026,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04027,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04028,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04029,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04030,SCH_2b63f9ad0078,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04031,SCH_2b63f9ad0078,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_04032,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04033,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04034,SCH_27d295400b39,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_04035,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04036,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04037,SCH_27d295400b39,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_04038,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04039,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_04040,SCH_27d295400b39,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_04041,SCH_27d295400b39,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_04042,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04043,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04044,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04045,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04046,SCH_27d295400b39,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_04047,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_04048,SCH_27d295400b39,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_04049,SCH_27d295400b39,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
